t	x	y
0.0	-2.717475978020005	-10.869903912080076
0.0333	-2.7221438815385426	-10.85088047382959
0.0666	-2.592419852080738	-10.440584715816584
0.0999	-2.448001792592578	-9.79291883902603
0.13318888888888888	-2.2050640096745155	-8.783909179942988
0.1664888888888889	-1.9690616739109146	-7.484356408091216
0.1997888888888889	-1.7486736880652245	-5.988672104658605
0.2330888888888889	-1.6032054136919385	-4.344620298767779
0.2663888888888889	-1.5022993157150921	-2.491851376031093
0.2996888888888889	-1.5264938124397247	-0.6646243303427113
0.3329777777777778	-1.6331598360124957	1.109184140839524
0.3662777777777778	-1.821263668133824	2.8632889859539397
0.3995777777777778	-2.1097642155305323	4.535851788214991
0.4328777777777778	-2.422201917307092	6.044773806680688
0.4661777777777778	-2.7701900334219687	7.2731195218272475
0.4994777777777778	-3.0835411146729967	8.28077960211538
0.5327666666666667	-3.3525572750161103	9.078119605861648
0.5660666666666667	-3.535552612503821	9.528416013247615
0.5993666666666667	-3.608272531333924	9.726117721826618
0.6326666666666667	-3.592174499829497	9.585829029149835
0.6659666666666667	-3.4285940223713425	9.233561118610169
0.6992666666666667	-3.2192939041162276	8.496932912369612
0.7325555555555556	-2.900333000823025	7.4826628183334165
0.7658555555555556	-2.567503514775666	6.247575343803867
0.7991555555555556	-2.2420251105570657	4.802414388221056
0.8324555555555556	-1.9448550352093719	3.0980852423795007
0.8657555555555556	-1.7409866356240116	1.3358828959833389
0.8990555555555556	-1.610741905481703	-0.5297408522347453
0.9323555555555556	-1.6039097702791167	-2.4561200602731645
0.9656444444444445	-1.6639116666625	-4.249241277461337
0.9989444444444445	-1.800115869167044	-6.007175954954569
1.0322444444444445	-2.0206437446773435	-7.4878615808386755
1.0655444444444444	-2.259506812249967	-8.77612891277041
1.0988444444444445	-2.4604881082253627	-9.724775914412156
1.1321444444444444	-2.5976146054774745	-10.352117548706232
1.1654333333333333	-2.7160684762951206	-10.74897215485641
1.1987333333333334	-2.7148074726001994	-10.752085386198473
1.2320333333333333	-2.5908639733103485	-10.383891115944003
1.2653333333333334	-2.4611337610536026	-9.780435562010318
1.2986333333333333	-2.2201942675355752	-8.785664112372032
1.3319333333333334	-2.0178022433224783	-7.621562785933762
1.3652222222222223	-1.7724958205889152	-6.137826566012201
1.3985222222222222	-1.6135682806045537	-4.493297449287823
1.4318222222222223	-1.5330186092057403	-2.731099465557108
1.4651222222222222	-1.5268926171692527	-0.9481308289629453
1.4984222222222223	-1.6319601611727848	0.7029735755471052
1.5317222222222222	-1.8097944731545113	2.6568947045113944
1.5650111111111111	-2.0870182499315035	4.28848213091932
1.5983111111111112	-2.3896657093413722	5.749204427661429
1.6316111111111111	-2.729517455126242	7.062660907773431
1.6649111111111112	-3.0424727765281574	8.147901803507235
1.6982111111111111	-3.304033084639002	8.93971067474012
1.7315111111111112	-3.5253429039429136	9.359788244904173
1.7648000000000001	-3.598733655548557	9.583870625478003
1.7981	-3.592227576547259	9.526084120804175
1.8314000000000001	-3.4710161977850618	9.176042222019191
1.8647	-3.229342746556597	8.51835661195559
1.8980000000000001	-2.9564263600494343	7.57815643934925
1.9313	-2.6019338672511765	6.383708789193072
1.9646000000000001	-2.2664390169545072	4.910011653363881
1.997888888888889	-1.9875170978649805	3.3404577543023386
2.031188888888889	-1.7450542992458082	1.558134807674584
2.064488888888889	-1.6132549362265678	-0.3184446810554675
2.097788888888889	-1.5798844655684832	-2.16885674236768
2.131088888888889	-1.6419907266913896	-4.03584890210994
2.1643888888888894	-1.7732206770739367	-5.712784337992666
2.197677777777778	-1.9662989678152911	-7.234711625329865
2.230977777777778	-2.171439143243447	-8.503188600360737
2.2642777777777785	-2.3935428572007282	-9.526783862431088
2.2975777777777777	-2.533769084595292	-10.197787129811992
2.330877777777778	-2.6494263206621014	-10.60950739996148
2.364177777777778	-2.6690540807938135	-10.651165931668324
2.397466666666667	-2.578957038683697	-10.381943010868554
2.430766666666667	-2.465353909812748	-9.826527020215579
2.4640666666666666	-2.265370807108823	-8.945936409479593
2.4973666666666667	-2.010325990685459	-7.719655868578251
2.530666666666667	-1.7979868041715008	-6.285111479999834
2.563966666666667	-1.6232219756757047	-4.725620842034878
2.597255555555556	-1.5252505576335977	-2.986043858820402
2.6305555555555555	-1.5164534195474317	-1.1377831795919562
2.6638555555555556	-1.6174305026028009	0.45744848931531124
2.6971555555555558	-1.7779773584394576	2.344621697873258
2.730455555555556	-2.023404248789248	4.042059528241104
2.7637555555555555	-2.346247930420901	5.544423689317515
2.7970555555555556	-2.658852978707543	6.834478029943853
2.8303444444444446	-2.977962941996779	7.892537894206715
2.8636444444444447	-3.2621357702692535	8.69904346085255
2.8969444444444448	-3.4764623080709924	9.253119480904854
2.9302444444444444	-3.558845218951504	9.551385525344553
2.9635444444444445	-3.5473036001721	9.526144805036086
2.9968444444444446	-3.42289091379655	9.201399359021032
3.0301333333333336	-3.229048864974118	8.565759682151079
3.0634333333333337	-2.9464285503249243	7.63256553056204
3.0967333333333333	-2.611518178337718	6.485699782174013
3.1300333333333334	-2.2970770967746432	5.121197465337936
3.1633333333333336	-1.9866467739681042	3.4912352755410225
3.1966333333333337	-1.749139589612028	1.7578019923074706
3.2299222222222226	-1.6073815021578923	-0.07627005715287538
3.2632222222222222	-1.5455449208179743	-1.9715331711345456
3.2965222222222224	-1.6004258098708277	-3.754152416627697
3.3298222222222225	-1.7289320560310415	-5.514399501565116
3.3631222222222226	-1.9130325200175662	-7.040338787757925
3.3964222222222222	-2.1146554326487745	-8.306064166442972
3.429711111111111	-2.300386989069665	-9.33057750274714
3.4630111111111113	-2.4674922416683955	-10.061338365406392
3.4963111111111114	-2.5773031901573944	-10.505451116817405
3.5296111111111115	-2.592065090388374	-10.580108710742799
3.562911111111111	-2.5330911328258594	-10.327821827562325
3.5962111111111112	-2.40504419556936	-9.788867214757701
3.6295	-2.208601908397611	-8.93438039297741
3.6628000000000003	-2.005006394236716	-7.830131049543169
3.6961000000000004	-1.78542366803606	-6.4411449356804695
3.7294	-1.614488095467081	-4.850465403575065
3.7627	-1.5159454209645986	-3.144146944234059
3.7960000000000003	-1.5085822420918902	-1.3996090152408556
3.8293000000000004	-1.582919057821158	0.2597706526967727
3.8625888888888893	-1.7452651045945657	2.1790070265388195
3.895888888888889	-1.9970445744708059	3.8172333527015176
3.929188888888889	-2.2819852533703937	5.3063220742918595
3.962488888888889	-2.614841621312067	6.640637061890853
3.9957888888888893	-2.920486805550027	7.778034473128734
4.029088888888889	-3.215001404669991	8.547730264691047
4.062377777777778	-3.4206286274060744	9.13291635411776
4.095677777777778	-3.5320181457704223	9.39829524016426
4.128977777777778	-3.5435290126536216	9.420097510813644
4.162277777777778	-3.4370586631116424	9.185199654225201
4.195577777777778	-3.2477760911605884	8.558066656862028
4.228877777777778	-2.9674769226668616	7.682279149010991
4.262166666666666	-2.655894179702898	6.596419922208206
4.295466666666667	-2.3247945350415478	5.193021798781114
4.328766666666667	-2.0275831289331876	3.6690339577549054
4.362066666666667	-1.7828266052751758	1.9685504371144376
4.395366666666667	-1.6247915084186957	0.01881261287891789
4.4286666666666665	-1.5630451695908647	-1.6805304933702985
4.461955555555556	-1.586744465472023	-3.536593866300585
4.495255555555556	-1.7076595679699693	-5.244058201492976
4.528555555555557	-1.8922823609799337	-6.801210461740737
4.561855555555556	-2.086796072465418	-8.132853899445735
4.595155555555555	-2.285747629827398	-9.144344139485
