t	x	y
2.126103E1	1.592400E2	-5.519148E1
2.129436E1	1.910173E2	-2.378259E1
2.132768E1	2.144267E2	1.059299E1
2.136101E1	2.356439E2	4.729960E1
2.139433E1	2.494739E2	8.581595E1
2.142766E1	2.501806E2	1.179566E2
2.146098E1	2.528328E2	1.563815E2
2.149430E1	2.463246E2	1.888985E2
2.152763E1	2.318925E2	2.187495E2
2.156096E1	2.144583E2	2.465116E2
2.159428E1	1.907971E2	2.664185E2
2.162760E1	1.585939E2	2.808450E2
2.166092E1	1.254905E2	2.904640E2
2.169426E1	9.062865E1	2.926237E2
2.172758E1	3.514579E1	2.787361E2
2.176090E1	3.782821E0	2.708785E2
2.179422E1	-4.701948E1	2.496422E2
2.182754E1	-8.206065E1	2.249310E2
2.186088E1	-1.133500E2	1.909083E2
2.189420E1	-1.403753E2	1.584500E2
2.192752E1	-1.652546E2	1.204009E2
2.196084E1	-1.704179E2	9.039202E1
2.199417E1	-1.761529E2	5.246088E1
2.202750E1	-1.862038E2	1.262280E1
2.206082E1	-1.796199E2	-2.320523E1
2.209414E1	-1.701913E2	-5.710504E1
2.212747E1	-1.510086E2	-8.380911E1
2.216080E1	-1.249118E2	-1.055762E2
2.219412E1	-9.538661E1	-1.233238E2
2.222744E1	-5.898078E1	-1.315969E2
2.226077E1	-2.057512E1	-1.333911E2
2.229409E1	1.750870E1	-1.293478E2
2.232742E1	5.293810E1	-1.191215E2
2.236074E1	9.575351E1	-9.955275E1
2.239407E1	1.311315E2	-7.699793E1
2.242739E1	1.661879E2	-4.768315E1
2.246071E1	1.968048E2	-1.542625E1
2.249404E1	2.185024E2	2.024416E1
2.252737E1	2.365683E2	5.665213E1
2.256069E1	2.490825E2	9.437097E1
2.259401E1	2.531330E2	1.307152E2
2.262733E1	2.501996E2	1.656647E2
2.266067E1	2.430313E2	1.986337E2
2.269399E1	2.311626E2	2.288673E2
2.272731E1	2.077920E2	2.522786E2
2.276063E1	1.825230E2	2.725931E2
2.279396E1	1.504748E2	2.848330E2
2.282729E1	1.198062E2	2.922821E2
2.286061E1	8.192084E1	2.924254E2
2.289393E1	2.881254E1	2.785074E2
2.292726E1	-7.351071E0	2.670400E2
2.296058E1	-4.368609E1	2.468076E2
2.299391E1	-8.936548E1	2.160947E2
2.302723E1	-1.149684E2	1.861688E2
2.306056E1	-1.429404E2	1.501842E2
2.309388E1	-1.574771E2	1.186823E2
2.312720E1	-1.752668E2	7.871685E1
2.316053E1	-1.830956E2	4.039881E1
2.319386E1	-1.813097E2	4.545471E0
2.322718E1	-1.777439E2	-3.310234E1
2.326050E1	-1.622734E2	-6.339978E1
2.329383E1	-1.405952E2	-8.946570E1
2.332716E1	-1.174343E2	-1.114167E2
2.336048E1	-9.033208E1	-1.270899E2
2.339380E1	-5.246190E1	-1.335088E2
2.342712E1	-1.555237E1	-1.335015E2
2.346046E1	2.167488E1	-1.291411E2
2.349378E1	6.157990E1	-1.155078E2
2.352710E1	1.017640E2	-9.504232E1
2.356042E1	1.405338E2	-6.957249E1
2.359374E1	1.696054E2	-4.119949E1
2.362708E1	1.931810E2	-9.341450E0
2.366040E1	2.164163E2	2.674455E1
2.369372E1	2.327038E2	6.259258E1
2.372704E1	2.468931E2	1.026573E2
2.376037E1	2.487905E2	1.385149E2
2.379370E1	2.444271E2	1.726994E2
2.382702E1	2.352506E2	2.048831E2
2.386034E1	2.189085E2	2.314067E2
2.389367E1	1.990438E2	2.563000E2
2.392699E1	1.707101E2	2.735492E2
2.396032E1	1.448659E2	2.885872E2
2.399364E1	9.847687E1	2.868032E2
2.402697E1	6.293726E1	2.862138E2
2.406029E1	2.926465E1	2.788268E2
2.409361E1	-1.113616E1	2.625658E2
2.412694E1	-5.536086E1	2.403868E2
2.416027E1	-8.813312E1	2.122799E2
2.419359E1	-1.161919E2	1.803734E2
2.422691E1	-1.454860E2	1.417989E2
2.426023E1	-1.625814E2	1.067115E2
2.429357E1	-1.794079E2	6.448544E1
2.432689E1	-1.775908E2	3.444688E1
2.436021E1	-1.797500E2	-6.220706E0
2.439353E1	-1.714385E2	-3.982938E1
2.442686E1	-1.562395E2	-6.961942E1
2.446019E1	-1.333636E2	-9.543682E1
2.449351E1	-1.090057E2	-1.154615E2
2.452683E1	-7.970969E1	-1.275870E2
2.456016E1	-4.055714E1	-1.332446E2
2.459348E1	-8.837225E0	-1.333193E2
2.462681E1	2.406101E1	-1.275576E2
2.466013E1	7.253099E1	-1.098049E2
2.469346E1	1.109816E2	-8.935177E1
2.472678E1	1.219765E2	-6.708425E1
2.476011E1	1.463902E2	-3.962250E1
2.479343E1	1.987847E2	7.462949E-1
2.482676E1	2.390641E2	3.828799E1
2.486008E1	2.400692E2	7.474728E1
2.489340E1	2.458635E2	1.123117E2
2.492673E1	2.463207E2	1.487324E2
2.496006E1	2.446800E2	1.828102E2
2.499338E1	2.276169E2	2.108707E2
2.502670E1	2.102384E2	2.379419E2
2.506002E1	1.914892E2	2.624905E2
2.509336E1	1.624056E2	2.765976E2
2.512668E1	1.308707E2	2.881318E2
2.516000E1	9.495246E1	2.923263E2
2.519332E1	5.633386E1	2.868906E2
2.522664E1	2.371445E1	2.784297E2
2.525998E1	-2.533180E1	2.567227E2
2.529330E1	-6.665584E1	2.325143E2
2.532662E1	-9.565226E1	2.045623E2
2.535994E1	-1.189161E2	1.729370E2
2.539327E1	-1.429740E2	1.362481E2
2.542660E1	-1.670292E2	9.217552E1
2.545992E1	-1.799200E2	5.501476E1
2.549324E1	-1.762303E2	2.240524E1
2.552657E1	-1.765496E2	-1.526260E1
2.555989E1	-1.683274E2	-4.648759E1
2.559322E1	-1.456449E2	-7.476376E1
2.562654E1	-1.303896E2	-1.013687E2
2.565987E1	-1.024878E2	-1.190524E2
2.569319E1	-7.267977E1	-1.311508E2
2.572651E1	-3.614479E1	-1.355249E2
2.575984E1	-4.147321E0	-1.334117E2
2.579317E1	3.615143E1	-1.236447E2
2.582649E1	6.806044E1	-1.093953E2
2.585981E1	1.086314E2	-8.630809E1
2.589314E1	1.461144E2	-5.814393E1
2.592647E1	1.748276E2	-2.740727E1
2.595979E1	1.964678E2	6.224230E0
2.599311E1	2.199701E2	4.253692E1
2.602643E1	2.341364E2	8.191952E1
2.605976E1	2.351876E2	1.157235E2
2.609309E1	2.393399E2	1.537481E2
2.612641E1	2.351108E2	1.866608E2
2.615973E1	2.222195E2	2.169988E2
2.619306E1	2.061678E2	2.446301E2
2.622639E1	1.825034E2	2.647060E2
2.625971E1	1.558235E2	2.804753E2
2.629303E1	1.253810E2	2.906917E2
2.632636E1	9.176794E1	2.925325E2
2.635968E1	5.113971E1	2.849248E2
2.639301E1	1.748896E1	2.766873E2
2.642633E1	-2.501076E1	2.544285E2
2.645966E1	-7.126190E1	2.267778E2
2.649298E1	-9.879670E1	1.975897E2
2.652630E1	-1.230097E2	1.645187E2
2.655963E1	-1.421670E2	1.304978E2
2.659296E1	-1.532223E2	9.466073E1
2.662628E1	-1.645746E2	5.472695E1
2.665960E1	-1.735316E2	1.283420E1
2.669292E1	-1.679315E2	-2.134214E1
2.672626E1	-1.588235E2	-5.510642E1
2.675958E1	-1.441786E2	-8.336514E1
2.679290E1	-1.178359E2	-1.052687E2
2.682622E1	-9.038571E1	-1.215198E2
2.685954E1	-6.032967E1	-1.314218E2
2.689288E1	-2.767654E1	-1.352558E2
2.692620E1	1.116911E1	-1.312402E2
2.695952E1	4.873189E1	-1.195955E2
2.699284E1	8.533104E1	-1.030613E2
2.702617E1	1.129488E2	-8.335659E1
2.705950E1	1.512480E2	-5.304288E1
2.709282E1	1.789653E2	-2.129332E1
2.712614E1	1.987834E2	1.270386E1
2.715947E1	2.184244E2	5.071251E1
2.719280E1	2.306505E2	8.863250E1
2.722612E1	2.342979E2	1.240586E2
2.725944E1	2.346150E2	1.584345E2
2.729277E1	2.296085E2	1.946267E2
2.732609E1	2.183537E2	2.245703E2
2.735942E1	1.986026E2	2.484842E2
2.739274E1	1.746629E2	2.684191E2
2.742607E1	1.461919E2	2.825738E2
2.745939E1	1.178596E2	2.921766E2
2.749271E1	8.451555E1	2.934596E2
2.752604E1	4.468884E1	2.847767E2
2.755937E1	5.716858E0	2.707176E2
2.759269E1	-3.146818E1	2.505845E2
2.762601E1	-7.135400E1	2.202389E2
2.765933E1	-8.811497E1	1.985165E2
2.769267E1	-1.118734E2	1.646815E2
2.772599E1	-1.379063E2	1.249521E2
2.775931E1	-1.530781E2	8.636139E1
2.779263E1	-1.657125E2	4.474894E1
2.782596E1	-1.679950E2	6.429696E0
2.785929E1	-1.616771E2	-2.728598E1
2.789261E1	-1.518199E2	-6.113563E1
2.792593E1	-1.341399E2	-8.765517E1
2.795926E1	-1.083752E2	-1.095356E2
2.799258E1	-8.299916E1	-1.250911E2
2.802591E1	-4.818737E1	-1.332056E2
2.805923E1	-1.122974E1	-1.335283E2
2.809256E1	1.442716E1	-1.313430E2
2.812588E1	4.861453E1	-1.192619E2
2.815920E1	9.175348E1	-9.938070E1
2.819253E1	1.283049E2	-7.331210E1
2.822586E1	1.525645E2	-4.735420E1
2.825918E1	1.846523E2	-1.169425E1
2.829250E1	2.039309E2	2.246808E1
2.832583E1	2.184701E2	5.880004E1
2.835916E1	2.328495E2	9.840961E1
2.839248E1	2.347865E2	1.327865E2
2.842580E1	2.321657E2	1.688389E2
2.845912E1	2.230227E2	2.003126E2
2.849246E1	2.093588E2	2.287620E2
2.852578E1	1.904347E2	2.526054E2
2.855910E1	1.648289E2	2.704889E2
2.859242E1	1.271748E2	2.784491E2
2.862574E1	1.091046E2	2.927401E2
2.865908E1	7.512159E1	2.925453E2
2.869240E1	3.423923E1	2.810071E2
2.872572E1	6.191058E-1	2.684083E2
2.875904E1	-3.551082E1	2.466449E2
2.879237E1	-7.319555E1	2.169678E2
2.882570E1	-9.771871E1	1.886944E2
2.885902E1	-1.226091E2	1.525849E2
2.889234E1	-1.390625E2	1.164170E2
2.892567E1	-1.517339E2	7.845362E1
2.895899E1	-1.635312E2	3.671166E1
2.899232E1	-1.631856E2	1.422473E-1
2.902564E1	-1.578874E2	-3.514277E1
2.905897E1	-1.424330E2	-6.526514E1
2.909229E1	-1.176796E2	-9.138303E1
2.912561E1	-9.788332E1	-1.112272E2
2.915894E1	-6.855749E1	-1.254771E2
2.919227E1	-3.792350E1	-1.330591E2
2.922559E1	-3.831248E0	-1.331387E2
2.925891E1	2.481572E1	-1.277851E2
2.929223E1	7.297242E1	-1.115906E2
2.932557E1	1.008819E2	-9.324704E1
2.935889E1	1.360023E2	-6.755385E1
2.939221E1	1.631657E2	-3.753028E1
2.942553E1	1.878412E2	-3.708515E0
2.945886E1	2.055142E2	3.043274E1
2.949219E1	2.234288E2	6.857743E1
2.952551E1	2.284078E2	1.066618E2
2.955883E1	2.326914E2	1.424954E2
2.959216E1	2.304866E2	1.785104E2
2.962548E1	2.181836E2	2.067576E2
2.965881E1	2.056195E2	2.365396E2
2.969213E1	1.890848E2	2.608233E2
2.972546E1	1.647686E2	2.784856E2
2.975878E1	1.342376E2	2.887161E2
2.979211E1	1.031511E2	2.945800E2
2.982543E1	6.726272E1	2.908425E2
2.985876E1	3.397341E1	2.824630E2
2.989208E1	-2.521792E0	2.665433E2
2.992540E1	-3.133626E1	2.467540E2
2.995873E1	-6.341902E1	2.185911E2
2.999206E1	-8.976786E1	1.864096E2
3.002538E1	-1.162547E2	1.484804E2
3.005870E1	-1.386426E2	1.088661E2
3.009202E1	-1.506487E2	6.896080E1
3.012536E1	-1.556577E2	3.051433E1
3.015868E1	-1.572414E2	-9.172862E0
3.019200E1	-1.474349E2	-4.137823E1
3.022532E1	-1.357039E2	-7.336147E1
3.025864E1	-1.195369E2	-9.934594E1
3.029198E1	-8.908611E1	-1.155025E2
3.032530E1	-5.828274E1	-1.276757E2
3.035862E1	-3.108242E1	-1.332529E2
3.039194E1	-1.730800E0	-1.333489E2
3.042527E1	3.105934E1	-1.253503E2
3.045860E1	7.160143E1	-1.093578E2
3.049192E1	9.662876E1	-9.176006E1
3.052524E1	1.357353E2	-6.331067E1
3.055857E1	1.648197E2	-3.128984E1
3.059189E1	1.848355E2	5.451128E-1
3.062522E1	2.071933E2	3.854704E1
3.065854E1	2.190813E2	7.444711E1
3.069187E1	2.270850E2	1.128848E2
3.072519E1	2.305409E2	1.504779E2
3.075851E1	2.242357E2	1.827340E2
3.079184E1	2.142470E2	2.145988E2
3.082517E1	1.986713E2	2.406638E2
3.085849E1	1.778626E2	2.627630E2
3.089181E1	1.508167E2	2.782813E2
3.092514E1	1.227210E2	2.885014E2
3.095847E1	9.221113E1	2.928778E2
3.099179E1	5.652364E1	2.865755E2
3.102511E1	2.216144E1	2.768678E2
3.105843E1	-1.150985E1	2.606536E2
3.109176E1	-4.278414E1	2.386458E2
3.112509E1	-7.745816E1	2.067959E2
3.115841E1	-1.058111E2	1.728385E2
3.119173E1	-1.204119E2	1.405270E2
3.122506E1	-1.376392E2	1.006555E2
3.125839E1	-1.501933E2	6.071315E1
3.129171E1	-1.580202E2	1.861403E1
3.132503E1	-1.563274E2	-1.714498E1
3.135836E1	-1.468377E2	-4.933977E1
3.139168E1	-1.350155E2	-7.955016E1
3.142501E1	-1.109126E2	-1.012142E2
3.145833E1	-8.895871E1	-1.199185E2
3.149166E1	-5.744208E1	-1.295427E2
3.152498E1	-2.366638E1	-1.333988E2
3.155830E1	7.092100E0	-1.314917E2
3.159163E1	4.048571E1	-1.218034E2
3.162496E1	6.731261E1	-1.095702E2
3.165828E1	1.081059E2	-8.510314E1
3.169160E1	1.418504E2	-5.580269E1
3.172492E1	1.674087E2	-2.561439E1
3.175826E1	1.879595E2	8.674292E0
3.179158E1	2.086770E2	4.641802E1
3.182490E1	2.004404E2	7.268172E1
3.185822E1	2.203081E2	1.187889E2
3.189154E1	2.216068E2	1.545938E2
3.192488E1	2.171623E2	1.887394E2
3.195820E1	2.050898E2	2.187112E2
3.199152E1	1.889412E2	2.442800E2
3.202484E1	1.670177E2	2.646193E2
3.205817E1	1.268117E2	2.731109E2
3.209150E1	9.571951E1	2.810537E2
3.212482E1	7.678178E1	2.876819E2
3.215814E1	3.046383E1	2.798439E2
3.219147E1	2.899673E0	2.684003E2
3.222480E1	-3.314950E1	2.503268E2
3.225812E1	-6.439363E1	2.226903E2
3.229144E1	-8.827135E1	1.964977E2
3.232477E1	-1.122503E2	1.624322E2
3.235809E1	-1.353859E2	1.227756E2
3.239142E1	-1.515214E2	8.367910E1
3.242474E1	-1.607483E2	4.163665E1
3.245807E1	-1.555049E2	1.289715E1
3.249139E1	-1.473090E2	-2.007359E1
3.252471E1	-1.386651E2	-5.434444E1
3.255804E1	-1.263537E2	-8.236050E1
3.259137E1	-1.050380E2	-1.052895E2
3.262469E1	-7.762406E1	-1.215107E2
3.265801E1	-5.133766E1	-1.313772E2
3.269133E1	-1.576011E1	-1.334793E2
3.272467E1	1.552426E1	-1.296381E2
3.275799E1	4.654716E1	-1.192485E2
3.279131E1	7.762920E1	-1.032938E2
3.282463E1	1.162067E2	-7.770456E1
3.285796E1	1.388523E2	-5.320086E1
3.289129E1	1.694434E2	-1.835555E1
3.292461E1	1.774159E2	8.920617E0
3.295793E1	2.043632E2	5.258991E1
3.299126E1	1.939818E2	8.361282E1
3.302458E1	2.185133E2	1.261291E2
3.305791E1	2.191297E2	1.626077E2
3.309123E1	2.102269E2	1.948502E2
3.312456E1	1.986004E2	2.237257E2
3.315788E1	1.805918E2	2.484578E2
3.319120E1	1.589210E2	2.685140E2
3.322453E1	1.305457E2	2.807823E2
3.325786E1	1.069462E2	2.902813E2
3.329118E1	7.493156E1	2.902133E2
3.332450E1	2.480817E1	2.751571E2
3.335783E1	-9.309850E0	2.636470E2
3.339116E1	-3.554836E1	2.463074E2
3.342448E1	-7.187979E1	2.189701E2
3.345780E1	-8.936045E1	1.924103E2
3.349112E1	-1.195320E2	1.507444E2
3.352446E1	-1.397849E2	1.146231E2
3.355778E1	-1.509087E2	7.703156E1
3.359110E1	-1.518383E2	4.270742E1
3.362442E1	-1.502722E2	6.561361E0
3.365774E1	-1.439853E2	-2.731354E1
3.369108E1	-1.357769E2	-5.920923E1
3.372440E1	-1.175078E2	-8.697722E1
3.375772E1	-9.647971E1	-1.090183E2
3.379104E1	-7.016487E1	-1.231502E2
3.382437E1	-3.967325E1	-1.314726E2
3.385770E1	-1.294726E1	-1.336862E2
3.389102E1	2.211928E1	-1.273704E2
3.392434E1	5.157753E1	-1.172903E2
3.395767E1	8.041758E1	-9.966117E1
3.399099E1	1.201522E2	-7.328458E1
3.402432E1	1.497130E2	-4.378269E1
3.405764E1	1.720827E2	-1.132993E1
3.409097E1	1.826560E2	2.034786E1
3.412429E1	2.065316E2	6.066045E1
3.415761E1	2.125837E2	9.668569E1
3.419094E1	2.170730E2	1.339550E2
3.422427E1	2.137697E2	1.685835E2
3.425759E1	1.915202E2	1.922167E2
3.429091E1	1.795735E2	2.190663E2
3.432423E1	1.632803E2	2.460614E2
3.435757E1	1.387781E2	2.631591E2
3.439089E1	1.187847E2	2.783968E2
3.442421E1	7.939286E1	2.822867E2
3.445753E1	4.830980E1	2.807489E2
3.449086E1	2.083613E1	2.745036E2
3.452419E1	-1.730281E0	2.665266E2
3.455751E1	-4.838339E1	2.382016E2
3.459083E1	-6.725115E1	2.163546E2
3.462416E1	-9.159964E1	1.866195E2
3.465748E1	-1.187000E2	1.463528E2
3.469081E1	-1.269178E2	1.168113E2
3.472413E1	-1.379975E2	7.651895E1
3.475746E1	-1.442848E2	3.874751E1
3.479078E1	-1.450234E2	2.352574E0
3.482411E1	-1.392149E2	-3.564795E1
3.485743E1	-1.261832E2	-6.369544E1
3.489076E1	-1.093421E2	-9.141777E1
3.492408E1	-8.659773E1	-1.111306E2
3.495740E1	-5.930627E1	-1.248194E2
3.499073E1	-3.499456E1	-1.334847E2
3.502406E1	-3.408835E0	-1.318528E2
3.505738E1	2.344099E1	-1.272910E2
3.509070E1	5.832949E1	-1.132999E2
3.512402E1	9.233372E1	-9.308910E1
3.515736E1	1.190714E2	-6.934826E1
3.519068E1	1.517701E2	-3.719059E1
3.522400E1	1.756837E2	-3.621216E0
3.525732E1	1.916362E2	3.063355E1
3.529064E1	2.064977E2	6.857401E1
3.532398E1	2.117781E2	1.044786E2
3.535730E1	2.108824E2	1.401007E2
3.539062E1	2.093068E2	1.746562E2
3.542394E1	2.011353E2	2.065802E2
3.545727E1	1.884340E2	2.345671E2
3.549060E1	1.680853E2	2.569639E2
3.552392E1	1.424259E2	2.727583E2
3.555724E1	1.114073E2	2.808208E2
3.559057E1	7.192441E1	2.821389E2
3.562389E1	4.938913E1	2.829407E2
3.565722E1	2.220904E1	2.767686E2
3.569054E1	-2.489904E1	2.569765E2
3.572387E1	-5.631993E1	2.347070E2
3.575719E1	-8.464090E1	2.070317E2
3.579051E1	-1.016424E2	1.726755E2
3.582384E1	-1.273086E2	1.329292E2
3.585717E1	-1.284782E2	1.086189E2
3.589049E1	-1.394277E2	6.891919E1
3.592381E1	-1.445003E2	2.868980E1
3.595714E1	-1.436925E2	-7.171017E0
3.599047E1	-1.356311E2	-4.143821E1
3.602379E1	-1.242819E2	-7.145756E1
3.605711E1	-1.050649E2	-9.745195E1
3.609043E1	-8.133721E1	-1.154041E2
3.612376E1	-5.228114E1	-1.270487E2
3.615709E1	-2.855217E1	-1.330359E2
3.619041E1	4.558184E0	-1.314851E2
3.622373E1	3.709178E1	-1.233091E2
3.625706E1	6.252918E1	-1.115975E2
3.629039E1	9.273810E1	-8.976800E1
3.632371E1	1.189631E2	-6.705325E1
3.635703E1	1.552537E2	-3.100424E1
3.639036E1	1.701247E2	-1.371011E0
3.642368E1	1.906964E2	3.649939E1
3.645701E1	2.035402E2	7.476033E1
3.649033E1	2.114297E2	1.127205E2
3.652366E1	2.116382E2	1.486389E2
3.655698E1	2.036910E2	1.806793E2
3.659030E1	1.987500E2	2.128776E2
3.662363E1	1.821653E2	2.387318E2
3.665696E1	1.593627E2	2.589117E2
3.669028E1	1.360604E2	2.744125E2
3.672360E1	1.064236E2	2.828020E2
3.675692E1	7.645296E1	2.847049E2
3.679026E1	4.670301E1	2.825850E2
3.682358E1	9.876307E0	2.686480E2
3.685690E1	-2.379505E1	2.506232E2
3.689022E1	-5.695441E1	2.268452E2
3.692354E1	-7.591013E1	2.030699E2
3.695688E1	-9.810305E1	1.705886E2
3.699020E1	-1.151670E2	1.367277E2
3.702352E1	-1.288158E2	1.007268E2
3.705684E1	-1.382304E2	6.034281E1
3.709017E1	-1.435458E2	1.900083E1
3.712350E1	-1.399460E2	-1.562470E1
3.715682E1	-1.319178E2	-4.897332E1
3.719014E1	-1.197926E2	-7.915285E1
3.722347E1	-9.996610E1	-1.033489E2
3.725680E1	-7.759584E1	-1.193115E2
3.729012E1	-5.271624E1	-1.333708E2
3.732344E1	-2.378050E1	-1.352900E2
3.735677E1	6.975993E0	-1.318229E2
3.739009E1	3.938571E1	-1.216476E2
3.742342E1	5.780288E1	-1.091759E2
3.745674E1	9.665733E1	-8.565421E1
3.749007E1	1.240178E2	-5.775850E1
3.752339E1	1.501742E2	-2.948423E1
3.755671E1	1.708965E2	4.315112E0
3.759004E1	1.890795E2	4.286747E1
3.762337E1	2.035725E2	8.220918E1
3.765669E1	1.942818E2	1.096166E2
3.769001E1	2.043310E2	1.524752E2
3.772333E1	1.994382E2	1.866127E2
3.775667E1	1.883005E2	2.170403E2
3.778999E1	1.741146E2	2.429010E2
3.782331E1	1.522461E2	2.625047E2
3.785663E1	1.106752E2	2.696890E2
3.788996E1	8.636661E1	2.783869E2
3.792329E1	6.282670E1	2.812203E2
3.795661E1	3.469259E1	2.785035E2
3.798993E1	-7.437905E0	2.648633E2
3.802326E1	-3.644208E1	2.468907E2
3.805658E1	-5.058075E1	2.286418E2
3.808991E1	-7.514770E1	2.006252E2
3.812323E1	-9.835486E1	1.666964E2
3.815656E1	-1.143865E2	1.303617E2
3.818988E1	-1.270253E2	9.251713E1
3.822320E1	-1.357940E2	5.272426E1
3.825653E1	-1.355812E2	1.653396E1
3.828986E1	-1.336917E2	-1.946244E1
3.832318E1	-1.259286E2	-5.349737E1
3.835650E1	-1.107126E2	-8.114237E1
3.838983E1	-8.457036E1	-1.016313E2
3.842316E1	-6.611797E1	-1.191229E2
3.845648E1	-3.564808E1	-1.277545E2
3.848980E1	-1.546516E1	-1.332057E2
3.852312E1	1.785234E1	-1.286583E2
3.855646E1	5.151478E1	-1.173065E2
3.858978E1	7.925325E1	-1.014547E2
3.862310E1	1.089077E2	-7.771776E1
3.865642E1	1.353886E2	-5.141295E1
3.868974E1	1.593519E2	-1.910406E1
3.872308E1	1.794459E2	1.639293E1
3.875640E1	1.895834E2	5.057004E1
3.878972E1	2.009457E2	8.843522E1
3.882304E1	2.025145E2	1.228916E2
3.885637E1	2.023086E2	1.587294E2
3.888970E1	1.916791E2	1.904795E2
3.892302E1	1.826995E2	2.205014E2
3.895634E1	1.676402E2	2.464360E2
3.898967E1	1.457730E2	2.655450E2
3.902299E1	1.216036E2	2.795213E2
3.905632E1	9.062804E1	2.830936E2
3.908964E1	6.066445E1	2.834649E2
3.912297E1	3.030250E1	2.768168E2
3.915629E1	6.862696E-1	2.654103E2
3.918961E1	-3.175098E1	2.450056E2
3.922294E1	-6.049886E1	2.194754E2
3.925627E1	-8.918165E1	1.862969E2
3.928959E1	-1.094605E2	1.502631E2
3.932291E1	-1.218634E2	1.187284E2
3.935623E1	-1.296352E2	8.302814E1
3.938957E1	-1.347619E2	4.633700E1
3.942289E1	-1.351008E2	8.127486E0
3.945621E1	-1.334949E2	-3.082940E1
3.948953E1	-1.215112E2	-5.937386E1
3.952286E1	-1.052833E2	-8.642857E1
3.955619E1	-8.654926E1	-1.076318E2
3.958951E1	-6.121173E1	-1.217470E2
3.962283E1	-3.064090E1	-1.277977E2
3.965616E1	-9.595238E0	-1.336741E2
3.968948E1	1.690038E1	-1.285549E2
3.972281E1	4.875842E1	-1.176562E2
3.975613E1	7.139701E1	-9.920764E1
3.978946E1	1.154356E2	-7.223802E1
3.982278E1	1.388440E2	-4.542201E1
3.985611E1	1.620421E2	-1.151075E1
3.988943E1	1.703669E2	1.681134E1
3.992276E1	1.848997E2	5.449897E1
3.995608E1	1.981998E2	9.479573E1
3.998940E1	1.987666E2	1.311101E2
4.002273E1	1.982716E2	1.659771E2
4.005606E1	1.887747E2	1.968815E2
4.008938E1	1.755321E2	2.237449E2
4.012270E1	1.580072E2	2.483295E2
4.015602E1	1.197430E2	2.604072E2
4.018936E1	1.116967E2	2.784564E2
4.022268E1	8.512114E1	2.850319E2
4.025600E1	5.558445E1	2.847495E2
4.028932E1	2.305004E1	2.745630E2
4.032264E1	-1.059064E1	2.602028E2
4.035598E1	-3.308306E1	2.426748E2
4.038930E1	-6.968315E1	2.114478E2
4.042262E1	-8.022674E1	1.886107E2
4.045594E1	-1.003755E2	1.536051E2
4.048927E1	-1.168070E2	1.159919E2
4.052260E1	-1.283629E2	7.533230E1
4.055592E1	-1.326798E2	3.850318E1
4.058924E1	-1.318319E2	9.114959E-1
4.062257E1	-1.258561E2	-3.340033E1
4.065589E1	-1.053571E2	-6.057332E1
4.068922E1	-9.130662E1	-8.616528E1
4.072254E1	-7.508968E1	-1.078249E2
4.075587E1	-3.963330E1	-1.195855E2
4.078919E1	-2.131938E1	-1.281716E2
4.082251E1	7.713705E0	-1.282508E2
4.085584E1	3.591249E1	-1.232222E2
4.088917E1	6.587188E1	-1.094791E2
4.092249E1	9.212884E1	-9.140366E1
4.095581E1	1.239777E2	-6.544792E1
4.098914E1	1.494616E2	-3.538373E1
4.102247E1	1.649451E2	-5.397210E0
4.105579E1	1.801262E2	2.878808E1
4.108911E1	1.950224E2	6.738165E1
4.112243E1	2.023916E2	1.046983E2
4.115576E1	2.004608E2	1.398623E2
4.118909E1	1.926524E2	1.701994E2
4.122241E1	1.859770E2	2.033242E2
4.125573E1	1.722795E2	2.308127E2
4.128906E1	1.527574E2	2.522187E2
4.132239E1	1.302344E2	2.690158E2
4.135571E1	1.020111E2	2.765551E2
4.138903E1	6.357662E1	2.792724E2
4.142236E1	4.467399E1	2.803328E2
4.145568E1	4.883341E0	2.678912E2
4.148901E1	-9.097450E0	2.593988E2
4.152233E1	-4.217515E1	2.363793E2
4.155566E1	-8.012323E1	2.045225E2
4.158898E1	-9.940699E1	1.685396E2
4.162230E1	-1.130289E2	1.383838E2
4.165563E1	-1.277776E2	1.008864E2
4.168896E1	-1.327052E2	6.436862E1
4.172228E1	-1.401678E2	2.441634E1
4.175560E1	-1.310054E2	-7.546825E0
4.178892E1	-1.216610E2	-3.764929E1
4.182226E1	-1.080937E2	-6.737471E1
4.185558E1	-9.351602E1	-9.307236E1
4.188890E1	-6.739153E1	-1.096282E2
4.192222E1	-4.444286E1	-1.237261E2
4.195554E1	-2.371739E1	-1.303127E2
4.198888E1	5.845938E0	-1.297008E2
4.202220E1	2.931889E1	-1.234636E2
4.205552E1	5.375419E1	-1.112305E2
4.208884E1	9.047339E1	-8.930583E1
4.212217E1	1.206620E2	-6.095210E1
4.215550E1	1.332272E2	-3.795257E1
4.218882E1	1.654964E2	5.538325E-1
4.222214E1	1.821747E2	3.686975E1
4.225547E1	1.890407E2	7.219981E1
4.228880E1	1.954274E2	1.089913E2
4.232212E1	1.965141E2	1.443850E2
4.235544E1	1.892972E2	1.766734E2
4.238877E1	1.793817E2	2.073385E2
4.242209E1	1.667851E2	2.342653E2
4.245542E1	1.465267E2	2.543934E2
4.248874E1	1.103722E2	2.638073E2
4.252207E1	9.698260E1	2.808467E2
4.255539E1	6.729314E1	2.816572E2
4.258871E1	4.049420E1	2.793901E2
